"stateFIPS","State","Year","Value","Data Comment","Age Group"
"44","Rhode Island","2007","17.0%","","18 to 24"
"44","Rhode Island","2007","18.3%","","25 to 34"
"44","Rhode Island","2007","14.3%","","35 to 44"
"44","Rhode Island","2007","14.2%","","45 to 54"
"44","Rhode Island","2007","14.7%","","55 to 64"
"44","Rhode Island","2007","10.7%","","65 or older"
"44","Rhode Island","2008","18.1%","","18 to 24"
"44","Rhode Island","2008","16.0%","","25 to 34"
"44","Rhode Island","2008","14.7%","","35 to 44"
"44","Rhode Island","2008","15.3%","","45 to 54"
"44","Rhode Island","2008","16.5%","","55 to 64"
"44","Rhode Island","2008","12.6%","","65 or older"
"44","Rhode Island","2009","22.3%","","18 to 24"
"44","Rhode Island","2009","16.6%","","25 to 34"
"44","Rhode Island","2009","17.0%","","35 to 44"
"44","Rhode Island","2009","15.6%","","45 to 54"
"44","Rhode Island","2009","15.6%","","55 to 64"
"44","Rhode Island","2009","9.9%","","65 or older"
"44","Rhode Island","2010","25.5%","","18 to 24"
"44","Rhode Island","2010","19.0%","","25 to 34"
"44","Rhode Island","2010","15.4%","","35 to 44"
"44","Rhode Island","2010","14.2%","","45 to 54"
"44","Rhode Island","2010","15.3%","","55 to 64"
"44","Rhode Island","2010","12.9%","","65 or older"
"45","South Carolina","1999","12.7%","","18 to 24"
"45","South Carolina","1999","8.3%","","25 to 34"
"45","South Carolina","1999","11.5%","","35 to 44"
"45","South Carolina","1999","9.4%","","45 to 54"
"45","South Carolina","1999","9.0%","","55 to 64"
"45","South Carolina","1999","7.3%","","65 or older"
"45","South Carolina","2000","16.1%","","18 to 24"
"45","South Carolina","2000","9.0%","","25 to 34"
"45","South Carolina","2000","9.5%","","35 to 44"
"45","South Carolina","2000","8.5%","","45 to 54"
"45","South Carolina","2000","11.3%","","55 to 64"
"45","South Carolina","2000","9.6%","","65 or older"
"45","South Carolina","2001","13.0%","","18 to 24"
"45","South Carolina","2001","10.1%","","25 to 34"
"45","South Carolina","2001","10.0%","","35 to 44"
"45","South Carolina","2001","10.4%","","45 to 54"
"45","South Carolina","2001","10.4%","","55 to 64"
"45","South Carolina","2001","11.4%","","65 or older"
"45","South Carolina","2002","14.2%","","18 to 24"
"45","South Carolina","2002","9.7%","","25 to 34"
"45","South Carolina","2002","10.5%","","35 to 44"
"45","South Carolina","2002","10.2%","","45 to 54"
"45","South Carolina","2002","8.9%","","55 to 64"
"45","South Carolina","2002","6.6%","","65 or older"
"45","South Carolina","2003","10.4%","","18 to 24"
"45","South Carolina","2003","10.3%","","25 to 34"
"45","South Carolina","2003","9.0%","","35 to 44"
"45","South Carolina","2003","10.8%","","45 to 54"
"45","South Carolina","2003","10.1%","","55 to 64"
"45","South Carolina","2003","10.4%","","65 or older"
"45","South Carolina","2004","12.6%","","18 to 24"
"45","South Carolina","2004","11.4%","","25 to 34"
"45","South Carolina","2004","10.9%","","35 to 44"
"45","South Carolina","2004","13.3%","","45 to 54"
"45","South Carolina","2004","13.0%","","55 to 64"
"45","South Carolina","2004","10.1%","","65 or older"
"45","South Carolina","2005","13.2%","","18 to 24"
"45","South Carolina","2005","11.0%","","25 to 34"
"45","South Carolina","2005","11.1%","","35 to 44"
"45","South Carolina","2005","10.5%","","45 to 54"
"45","South Carolina","2005","11.6%","","55 to 64"
"45","South Carolina","2005","10.1%","","65 or older"
"45","South Carolina","2006","15.9%","","18 to 24"
"45","South Carolina","2006","13.1%","","25 to 34"
"45","South Carolina","2006","11.0%","","35 to 44"
"45","South Carolina","2006","12.9%","","45 to 54"
"45","South Carolina","2006","12.7%","","55 to 64"
"45","South Carolina","2006","10.3%","","65 or older"
"45","South Carolina","2007","16.5%","","18 to 24"
"45","South Carolina","2007","14.1%","","25 to 34"
"45","South Carolina","2007","9.8%","","35 to 44"
"45","South Carolina","2007","11.4%","","45 to 54"
"45","South Carolina","2007","12.3%","","55 to 64"
"45","South Carolina","2007","10.3%","","65 or older"
"45","South Carolina","2008","21.6%","","18 to 24"
"45","South Carolina","2008","13.0%","","25 to 34"
"45","South Carolina","2008","11.7%","","35 to 44"
"45","South Carolina","2008","12.8%","","45 to 54"
"45","South Carolina","2008","15.0%","","55 to 64"
"45","South Carolina","2008","11.7%","","65 or older"
"45","South Carolina","2009","20.6%","","18 to 24"
"45","South Carolina","2009","13.9%","","25 to 34"
"45","South Carolina","2009","11.5%","","35 to 44"
"45","South Carolina","2009","12.4%","","45 to 54"
"45","South Carolina","2009","11.2%","","55 to 64"
"45","South Carolina","2009","12.2%","","65 or older"
"45","South Carolina","2010","13.7%","","18 to 24"
"45","South Carolina","2010","12.5%","","25 to 34"
"45","South Carolina","2010","14.0%","","35 to 44"
"45","South Carolina","2010","11.7%","","45 to 54"
"45","South Carolina","2010","13.2%","","55 to 64"
"45","South Carolina","2010","13.0%","","65 or older"
"46","South Dakota","1999","Data Not Collected","","18 to 24"
"46","South Dakota","1999","Data Not Collected","","25 to 34"
"46","South Dakota","1999","Data Not Collected","","35 to 44"
"46","South Dakota","1999","Data Not Collected","","45 to 54"
"46","South Dakota","1999","Data Not Collected","","55 to 64"
"46","South Dakota","1999","Data Not Collected","","65 or older"
"46","South Dakota","2000","9.9%","","18 to 24"
"46","South Dakota","2000","8.4%","","25 to 34"
"46","South Dakota","2000","7.0%","","35 to 44"
"46","South Dakota","2000","7.2%","","45 to 54"
"46","South Dakota","2000","8.4%","","55 to 64"
"46","South Dakota","2000","8.3%","","65 or older"
"46","South Dakota","2001","9.5%","","18 to 24"
"46","South Dakota","2001","7.6%","","25 to 34"
"46","South Dakota","2001","6.2%","","35 to 44"
"46","South Dakota","2001","7.2%","","45 to 54"
"46","South Dakota","2001","10.2%","","55 to 64"
"46","South Dakota","2001","7.2%","","65 or older"
"46","South Dakota","2002","12.0%","","18 to 24"
"46","South Dakota","2002","9.6%","","25 to 34"
"46","South Dakota","2002","8.6%","","35 to 44"
"46","South Dakota","2002","8.1%","","45 to 54"
"46","South Dakota","2002","6.5%","","55 to 64"
"46","South Dakota","2002","7.2%","","65 or older"
"46","South Dakota","2003","18.0%","","18 to 24"
"46","South Dakota","2003","8.9%","","25 to 34"
"46","South Dakota","2003","9.1%","","35 to 44"
"46","South Dakota","2003","8.3%","","45 to 54"
"46","South Dakota","2003","10.2%","","55 to 64"
"46","South Dakota","2003","10.6%","","65 or older"
"46","South Dakota","2004","14.9%","","18 to 24"
"46","South Dakota","2004","9.0%","","25 to 34"
"46","South Dakota","2004","8.4%","","35 to 44"
"46","South Dakota","2004","10.1%","","45 to 54"
"46","South Dakota","2004","10.1%","","55 to 64"
"46","South Dakota","2004","10.4%","","65 or older"
"46","South Dakota","2005","12.9%","","18 to 24"
"46","South Dakota","2005","10.9%","","25 to 34"
"46","South Dakota","2005","8.6%","","35 to 44"
"46","South Dakota","2005","10.3%","","45 to 54"
"46","South Dakota","2005","11.8%","","55 to 64"
"46","South Dakota","2005","9.8%","","65 or older"
"46","South Dakota","2006","16.4%","","18 to 24"
"46","South Dakota","2006","13.6%","","25 to 34"
"46","South Dakota","2006","10.7%","","35 to 44"
"46","South Dakota","2006","8.6%","","45 to 54"
"46","South Dakota","2006","10.0%","","55 to 64"
"46","South Dakota","2006","9.1%","","65 or older"
"46","South Dakota","2007","15.2%","","18 to 24"
"46","South Dakota","2007","10.4%","","25 to 34"
"46","South Dakota","2007","7.6%","","35 to 44"
"46","South Dakota","2007","7.9%","","45 to 54"
"46","South Dakota","2007","8.6%","","55 to 64"
"46","South Dakota","2007","10.1%","","65 or older"
"46","South Dakota","2008","15.5%","","18 to 24"
"46","South Dakota","2008","12.7%","","25 to 34"
"46","South Dakota","2008","9.6%","","35 to 44"
"46","South Dakota","2008","8.7%","","45 to 54"
"46","South Dakota","2008","11.1%","","55 to 64"
"46","South Dakota","2008","10.4%","","65 or older"
"46","South Dakota","2009","16.6%","","18 to 24"
"46","South Dakota","2009","13.8%","","25 to 34"
"46","South Dakota","2009","10.1%","","35 to 44"
"46","South Dakota","2009","9.0%","","45 to 54"
"46","South Dakota","2009","10.4%","","55 to 64"
"46","South Dakota","2009","10.5%","","65 or older"
"46","South Dakota","2010","16.7%","","18 to 24"
"46","South Dakota","2010","14.7%","","25 to 34"
"46","South Dakota","2010","9.9%","","35 to 44"
"46","South Dakota","2010","8.9%","","45 to 54"
"46","South Dakota","2010","10.0%","","55 to 64"
"46","South Dakota","2010","10.7%","","65 or older"
"47","Tennessee","1999","Data Not Collected","","18 to 24"
"47","Tennessee","1999","Data Not Collected","","25 to 34"
"47","Tennessee","1999","Data Not Collected","","35 to 44"
"47","Tennessee","1999","Data Not Collected","","45 to 54"
"47","Tennessee","1999","Data Not Collected","","55 to 64"
"47","Tennessee","1999","Data Not Collected","","65 or older"
"47","Tennessee","2000","12.4%","","18 to 24"
"47","Tennessee","2000","8.2%","","25 to 34"
"47","Tennessee","2000","10.2%","","35 to 44"
"47","Tennessee","2000","11.4%","","45 to 54"
"47","Tennessee","2000","11.1%","","55 to 64"
"47","Tennessee","2000","10.3%","","65 or older"
"47","Tennessee","2001","9.3%","","18 to 24"
"47","Tennessee","2001","9.7%","","25 to 34"
"47","Tennessee","2001","8.8%","","35 to 44"
"47","Tennessee","2001","7.7%","","45 to 54"
"47","Tennessee","2001","11.0%","","55 to 64"
"47","Tennessee","2001","10.1%","","65 or older"
"47","Tennessee","2002","12.4%","","18 to 24"
"47","Tennessee","2002","12.6%","","25 to 34"
"47","Tennessee","2002","13.8%","","35 to 44"
"47","Tennessee","2002","13.0%","","45 to 54"
"47","Tennessee","2002","11.0%","","55 to 64"
"47","Tennessee","2002","9.8%","","65 or older"
"47","Tennessee","2003","16.1%","","18 to 24"
"47","Tennessee","2003","12.8%","","25 to 34"
"47","Tennessee","2003","11.8%","","35 to 44"
"47","Tennessee","2003","11.0%","","45 to 54"
"47","Tennessee","2003","10.4%","","55 to 64"
"47","Tennessee","2003","9.6%","","65 or older"
"47","Tennessee","2004","19.9%","","18 to 24"
"47","Tennessee","2004","13.3%","","25 to 34"
"47","Tennessee","2004","13.5%","","35 to 44"
"47","Tennessee","2004","13.4%","","45 to 54"
"47","Tennessee","2004","17.6%","","55 to 64"
"47","Tennessee","2004","12.6%","","65 or older"
"47","Tennessee","2005","11.2%","","18 to 24"
"47","Tennessee","2005","10.1%","","25 to 34"
"47","Tennessee","2005","11.4%","","35 to 44"
"47","Tennessee","2005","12.8%","","45 to 54"
"47","Tennessee","2005","12.4%","","55 to 64"
"47","Tennessee","2005","11.3%","","65 or older"
"47","Tennessee","2006","14.1%","","18 to 24"
"47","Tennessee","2006","9.8%","","25 to 34"
"47","Tennessee","2006","10.4%","","35 to 44"
"47","Tennessee","2006","14.6%","","45 to 54"
"47","Tennessee","2006","11.6%","","55 to 64"
"47","Tennessee","2006","10.7%","","65 or older"
"47","Tennessee","2007","23.1%","","18 to 24"
"47","Tennessee","2007","8.7%","","25 to 34"
"47","Tennessee","2007","12.7%","","35 to 44"
"47","Tennessee","2007","11.8%","","45 to 54"
"47","Tennessee","2007","14.2%","","55 to 64"
"47","Tennessee","2007","11.0%","","65 or older"
"47","Tennessee","2008","14.4%","","18 to 24"
"47","Tennessee","2008","12.6%","","25 to 34"
"47","Tennessee","2008","13.1%","","35 to 44"
"47","Tennessee","2008","11.3%","","45 to 54"
"47","Tennessee","2008","13.1%","","55 to 64"
"47","Tennessee","2008","11.8%","","65 or older"
"47","Tennessee","2009","Suppressed","","18 to 24"
"47","Tennessee","2009","12.8%","","25 to 34"
"47","Tennessee","2009","12.3%","","35 to 44"
"47","Tennessee","2009","10.5%","","45 to 54"
"47","Tennessee","2009","12.2%","","55 to 64"
"47","Tennessee","2009","11.9%","","65 or older"
"47","Tennessee","2010","Suppressed","","18 to 24"
"47","Tennessee","2010","9.7%","","25 to 34"
"47","Tennessee","2010","9.0%","","35 to 44"
"47","Tennessee","2010","9.4%","","45 to 54"
"47","Tennessee","2010","7.8%","","55 to 64"
"47","Tennessee","2010","7.7%","","65 or older"
"48","Texas","1999","Data Not Collected","","18 to 24"
"48","Texas","1999","Data Not Collected","","25 to 34"
"48","Texas","1999","Data Not Collected","","35 to 44"
"48","Texas","1999","Data Not Collected","","45 to 54"
"48","Texas","1999","Data Not Collected","","55 to 64"
"48","Texas","1999","Data Not Collected","","65 or older"
"48","Texas","2000","15.7%","","18 to 24"
"48","Texas","2000","9.8%","","25 to 34"
"48","Texas","2000","9.4%","","35 to 44"
"48","Texas","2000","9.2%","","45 to 54"
"48","Texas","2000","10.9%","","55 to 64"
"48","Texas","2000","9.2%","","65 or older"
"48","Texas","2001","12.7%","","18 to 24"
"48","Texas","2001","9.2%","","25 to 34"
"48","Texas","2001","8.8%","","35 to 44"
"48","Texas","2001","9.5%","","45 to 54"
"48","Texas","2001","9.8%","","55 to 64"
"48","Texas","2001","8.6%","","65 or older"
"48","Texas","2002","14.8%","","18 to 24"
"48","Texas","2002","10.5%","","25 to 34"
"48","Texas","2002","10.3%","","35 to 44"
"48","Texas","2002","12.2%","","45 to 54"
"48","Texas","2002","12.6%","","55 to 64"
"48","Texas","2002","10.6%","","65 or older"
"48","Texas","2003","13.9%","","18 to 24"
"48","Texas","2003","12.8%","","25 to 34"
"48","Texas","2003","9.5%","","35 to 44"
"48","Texas","2003","10.7%","","45 to 54"
"48","Texas","2003","10.5%","","55 to 64"
"48","Texas","2003","10.2%","","65 or older"
"48","Texas","2004","14.8%","","18 to 24"
"48","Texas","2004","13.5%","","25 to 34"
"48","Texas","2004","11.4%","","35 to 44"
"48","Texas","2004","12.5%","","45 to 54"
"48","Texas","2004","14.7%","","55 to 64"
"48","Texas","2004","11.2%","","65 or older"
"48","Texas","2005","13.7%","","18 to 24"
"48","Texas","2005","9.3%","","25 to 34"
"48","Texas","2005","11.1%","","35 to 44"
"48","Texas","2005","10.4%","","45 to 54"
"48","Texas","2005","13.0%","","55 to 64"
"48","Texas","2005","10.9%","","65 or older"
"48","Texas","2006","18.0%","","18 to 24"
"48","Texas","2006","11.7%","","25 to 34"
"48","Texas","2006","10.8%","","35 to 44"
"48","Texas","2006","10.1%","","45 to 54"
"48","Texas","2006","12.1%","","55 to 64"
"48","Texas","2006","13.6%","","65 or older"
"48","Texas","2007","19.1%","","18 to 24"
"48","Texas","2007","13.4%","","25 to 34"
"48","Texas","2007","11.3%","","35 to 44"
"48","Texas","2007","12.3%","","45 to 54"
"48","Texas","2007","13.6%","","55 to 64"
"48","Texas","2007","11.8%","","65 or older"
"48","Texas","2008","16.8%","","18 to 24"
"48","Texas","2008","8.8%","","25 to 34"
"48","Texas","2008","11.7%","","35 to 44"
"48","Texas","2008","13.2%","","45 to 54"
"48","Texas","2008","12.5%","","55 to 64"
"48","Texas","2008","11.8%","","65 or older"
"48","Texas","2009","20.7%","","18 to 24"
"48","Texas","2009","12.3%","","25 to 34"
"48","Texas","2009","10.8%","","35 to 44"
"48","Texas","2009","10.3%","","45 to 54"
"48","Texas","2009","12.3%","","55 to 64"
"48","Texas","2009","11.0%","","65 or older"
"48","Texas","2010","20.0%","","18 to 24"
"48","Texas","2010","10.2%","","25 to 34"
"48","Texas","2010","12.8%","","35 to 44"
"48","Texas","2010","13.8%","","45 to 54"
"48","Texas","2010","13.1%","","55 to 64"
"48","Texas","2010","11.0%","","65 or older"
"49","Utah","1999","11.1%","","18 to 24"
"49","Utah","1999","11.9%","","25 to 34"
"49","Utah","1999","13.4%","","35 to 44"
"49","Utah","1999","14.6%","","45 to 54"
"49","Utah","1999","13.6%","","55 to 64"
"49","Utah","1999","9.9%","","65 or older"
"49","Utah","2000","13.3%","","18 to 24"
"49","Utah","2000","10.0%","","25 to 34"
"49","Utah","2000","10.8%","","35 to 44"
"49","Utah","2000","10.2%","","45 to 54"
"49","Utah","2000","8.4%","","55 to 64"
"49","Utah","2000","8.6%","","65 or older"
"49","Utah","2001","10.6%","","18 to 24"
"49","Utah","2001","11.7%","","25 to 34"
"49","Utah","2001","9.4%","","35 to 44"
"49","Utah","2001","11.0%","","45 to 54"
"49","Utah","2001","12.4%","","55 to 64"
"49","Utah","2001","10.0%","","65 or older"
"49","Utah","2002","13.9%","","18 to 24"
"49","Utah","2002","12.8%","","25 to 34"
"49","Utah","2002","11.2%","","35 to 44"
"49","Utah","2002","12.4%","","45 to 54"
"49","Utah","2002","12.0%","","55 to 64"
"49","Utah","2002","10.3%","","65 or older"
"49","Utah","2003","16.3%","","18 to 24"
"49","Utah","2003","10.4%","","25 to 34"
"49","Utah","2003","10.6%","","35 to 44"
"49","Utah","2003","9.3%","","45 to 54"
"49","Utah","2003","9.5%","","55 to 64"
"49","Utah","2003","10.2%","","65 or older"
"49","Utah","2004","15.2%","","18 to 24"
"49","Utah","2004","13.8%","","25 to 34"
"49","Utah","2004","13.2%","","35 to 44"
"49","Utah","2004","12.6%","","45 to 54"
"49","Utah","2004","11.3%","","55 to 64"
"49","Utah","2004","11.0%","","65 or older"
"49","Utah","2005","18.7%","","18 to 24"
"49","Utah","2005","11.8%","","25 to 34"
"49","Utah","2005","10.0%","","35 to 44"
"49","Utah","2005","13.8%","","45 to 54"
"49","Utah","2005","13.3%","","55 to 64"
"49","Utah","2005","10.2%","","65 or older"
"49","Utah","2006","16.0%","","18 to 24"
"49","Utah","2006","14.1%","","25 to 34"
"49","Utah","2006","14.0%","","35 to 44"
"49","Utah","2006","12.1%","","45 to 54"
"49","Utah","2006","14.5%","","55 to 64"
"49","Utah","2006","11.2%","","65 or older"
"49","Utah","2007","16.0%","","18 to 24"
"49","Utah","2007","13.2%","","25 to 34"
"49","Utah","2007","12.0%","","35 to 44"
"49","Utah","2007","11.4%","","45 to 54"
"49","Utah","2007","14.5%","","55 to 64"
"49","Utah","2007","12.0%","","65 or older"
"49","Utah","2008","14.1%","","18 to 24"
"49","Utah","2008","10.8%","","25 to 34"
"49","Utah","2008","13.7%","","35 to 44"
"49","Utah","2008","14.5%","","45 to 54"
"49","Utah","2008","14.5%","","55 to 64"
"49","Utah","2008","11.8%","","65 or older"
"49","Utah","2009","17.2%","","18 to 24"
"49","Utah","2009","14.2%","","25 to 34"
"49","Utah","2009","11.5%","","35 to 44"
"49","Utah","2009","13.2%","","45 to 54"
"49","Utah","2009","12.4%","","55 to 64"
"49","Utah","2009","12.4%","","65 or older"
"49","Utah","2010","21.2%","","18 to 24"
"49","Utah","2010","12.9%","","25 to 34"
"49","Utah","2010","11.8%","","35 to 44"
"49","Utah","2010","13.3%","","45 to 54"
"49","Utah","2010","13.3%","","55 to 64"
"49","Utah","2010","12.5%","","65 or older"
"50","Vermont","1999","17.9%","","18 to 24"
"50","Vermont","1999","13.3%","","25 to 34"
"50","Vermont","1999","10.9%","","35 to 44"
"50","Vermont","1999","9.8%","","45 to 54"
"50","Vermont","1999","13.6%","","55 to 64"
"50","Vermont","1999","6.8%","","65 or older"
"50","Vermont","2000","12.1%","","18 to 24"
"50","Vermont","2000","11.0%","","25 to 34"
"50","Vermont","2000","10.1%","","35 to 44"
"50","Vermont","2000","9.3%","","45 to 54"
"50","Vermont","2000","6.8%","","55 to 64"
"50","Vermont","2000","8.5%","","65 or older"
"50","Vermont","2001","17.1%","","18 to 24"
"50","Vermont","2001","12.5%","","25 to 34"
"50","Vermont","2001","12.8%","","35 to 44"
"50","Vermont","2001","10.1%","","45 to 54"
"50","Vermont","2001","11.0%","","55 to 64"
"50","Vermont","2001","9.7%","","65 or older"
"50","Vermont","2002","18.9%","","18 to 24"
"50","Vermont","2002","15.4%","","25 to 34"
"50","Vermont","2002","13.6%","","35 to 44"
"50","Vermont","2002","8.8%","","45 to 54"
"50","Vermont","2002","13.0%","","55 to 64"
"50","Vermont","2002","9.7%","","65 or older"
"50","Vermont","2003","16.9%","","18 to 24"
"50","Vermont","2003","17.3%","","25 to 34"
"50","Vermont","2003","12.6%","","35 to 44"
"50","Vermont","2003","11.2%","","45 to 54"
"50","Vermont","2003","9.3%","","55 to 64"
"50","Vermont","2003","7.1%","","65 or older"
"50","Vermont","2004","22.3%","","18 to 24"
"50","Vermont","2004","18.2%","","25 to 34"
"50","Vermont","2004","13.6%","","35 to 44"
"50","Vermont","2004","13.9%","","45 to 54"
"50","Vermont","2004","12.6%","","55 to 64"
"50","Vermont","2004","11.8%","","65 or older"
"50","Vermont","2005","23.4%","","18 to 24"
"50","Vermont","2005","17.7%","","25 to 34"
"50","Vermont","2005","14.7%","","35 to 44"
"50","Vermont","2005","14.1%","","45 to 54"
"50","Vermont","2005","11.8%","","55 to 64"
"50","Vermont","2005","10.0%","","65 or older"
"50","Vermont","2006","19.1%","","18 to 24"
"50","Vermont","2006","17.1%","","25 to 34"
"50","Vermont","2006","13.5%","","35 to 44"
"50","Vermont","2006","13.7%","","45 to 54"
"50","Vermont","2006","12.4%","","55 to 64"
"50","Vermont","2006","9.3%","","65 or older"
"50","Vermont","2007","23.2%","","18 to 24"
"50","Vermont","2007","14.8%","","25 to 34"
"50","Vermont","2007","14.6%","","35 to 44"
"50","Vermont","2007","13.6%","","45 to 54"
"50","Vermont","2007","12.4%","","55 to 64"
"50","Vermont","2007","10.0%","","65 or older"
"50","Vermont","2008","21.9%","","18 to 24"
"50","Vermont","2008","18.7%","","25 to 34"
"50","Vermont","2008","16.3%","","35 to 44"
"50","Vermont","2008","13.9%","","45 to 54"
"50","Vermont","2008","12.7%","","55 to 64"
"50","Vermont","2008","11.6%","","65 or older"
"50","Vermont","2009","20.3%","","18 to 24"
"50","Vermont","2009","19.5%","","25 to 34"
"50","Vermont","2009","15.6%","","35 to 44"
"50","Vermont","2009","11.1%","","45 to 54"
"50","Vermont","2009","13.4%","","55 to 64"
"50","Vermont","2009","12.1%","","65 or older"
"50","Vermont","2010","28.6%","","18 to 24"
"50","Vermont","2010","24.6%","","25 to 34"
"50","Vermont","2010","14.2%","","35 to 44"
"50","Vermont","2010","14.6%","","45 to 54"
"50","Vermont","2010","14.3%","","55 to 64"
"50","Vermont","2010","12.3%","","65 or older"
"51","Virginia","1999","Data Not Collected","","18 to 24"
"51","Virginia","1999","Data Not Collected","","25 to 34"
"51","Virginia","1999","Data Not Collected","","35 to 44"
"51","Virginia","1999","Data Not Collected","","45 to 54"
"51","Virginia","1999","Data Not Collected","","55 to 64"
"51","Virginia","1999","Data Not Collected","","65 or older"
"51","Virginia","2000","16.6%","","18 to 24"
"51","Virginia","2000","11.0%","","25 to 34"
"51","Virginia","2000","9.6%","","35 to 44"
"51","Virginia","2000","11.3%","","45 to 54"
"51","Virginia","2000","9.7%","","55 to 64"
"51","Virginia","2000","6.2%","","65 or older"
"51","Virginia","2001","17.4%","","18 to 24"
"51","Virginia","2001","9.7%","","25 to 34"
"51","Virginia","2001","11.5%","","35 to 44"
"51","Virginia","2001","10.2%","","45 to 54"
"51","Virginia","2001","9.2%","","55 to 64"
"51","Virginia","2001","11.4%","","65 or older"
"51","Virginia","2002","15.3%","","18 to 24"
"51","Virginia","2002","13.4%","","25 to 34"
"51","Virginia","2002","11.0%","","35 to 44"
"51","Virginia","2002","12.6%","","45 to 54"
"51","Virginia","2002","11.6%","","55 to 64"
"51","Virginia","2002","8.8%","","65 or older"
"51","Virginia","2003","15.7%","","18 to 24"
"51","Virginia","2003","9.8%","","25 to 34"
"51","Virginia","2003","13.2%","","35 to 44"
"51","Virginia","2003","11.9%","","45 to 54"
"51","Virginia","2003","9.9%","","55 to 64"
"51","Virginia","2003","12.9%","","65 or older"
"51","Virginia","2004","18.8%","","18 to 24"
"51","Virginia","2004","13.4%","","25 to 34"
"51","Virginia","2004","12.3%","","35 to 44"
"51","Virginia","2004","11.9%","","45 to 54"
"51","Virginia","2004","12.5%","","55 to 64"
"51","Virginia","2004","12.1%","","65 or older"
"51","Virginia","2005","21.4%","","18 to 24"
"51","Virginia","2005","14.7%","","25 to 34"
"51","Virginia","2005","12.0%","","35 to 44"
"51","Virginia","2005","12.7%","","45 to 54"
"51","Virginia","2005","14.8%","","55 to 64"
"51","Virginia","2005","11.7%","","65 or older"
"51","Virginia","2006","19.0%","","18 to 24"
"51","Virginia","2006","15.2%","","25 to 34"
"51","Virginia","2006","11.1%","","35 to 44"
"51","Virginia","2006","12.3%","","45 to 54"
"51","Virginia","2006","12.4%","","55 to 64"
"51","Virginia","2006","10.6%","","65 or older"
"51","Virginia","2007","16.4%","","18 to 24"
"51","Virginia","2007","18.2%","","25 to 34"
"51","Virginia","2007","12.2%","","35 to 44"
"51","Virginia","2007","12.1%","","45 to 54"
"51","Virginia","2007","14.0%","","55 to 64"
"51","Virginia","2007","9.9%","","65 or older"
"51","Virginia","2008","18.7%","","18 to 24"
"51","Virginia","2008","18.0%","","25 to 34"
"51","Virginia","2008","11.7%","","35 to 44"
"51","Virginia","2008","14.4%","","45 to 54"
"51","Virginia","2008","12.1%","","55 to 64"
"51","Virginia","2008","10.8%","","65 or older"
"51","Virginia","2009","20.4%","","18 to 24"
"51","Virginia","2009","13.6%","","25 to 34"
"51","Virginia","2009","10.3%","","35 to 44"
"51","Virginia","2009","10.7%","","45 to 54"
"51","Virginia","2009","11.7%","","55 to 64"
"51","Virginia","2009","12.5%","","65 or older"
"51","Virginia","2010","Suppressed","","18 to 24"
"51","Virginia","2010","12.7%","","25 to 34"
"51","Virginia","2010","12.0%","","35 to 44"
"51","Virginia","2010","12.5%","","45 to 54"
"51","Virginia","2010","14.4%","","55 to 64"
"51","Virginia","2010","13.0%","","65 or older"
"53","Washington","1999","14.0%","","18 to 24"
"53","Washington","1999","12.3%","","25 to 34"
"53","Washington","1999","10.4%","","35 to 44"
"53","Washington","1999","10.9%","","45 to 54"
"53","Washington","1999","12.5%","","55 to 64"
"53","Washington","1999","12.9%","","65 or older"
"53","Washington","2000","16.0%","","18 to 24"
"53","Washington","2000","10.3%","","25 to 34"
"53","Washington","2000","13.5%","","35 to 44"
"53","Washington","2000","10.6%","","45 to 54"
"53","Washington","2000","13.6%","","55 to 64"
"53","Washington","2000","8.8%","","65 or older"
"53","Washington","2001","14.8%","","18 to 24"
"53","Washington","2001","12.6%","","25 to 34"
"53","Washington","2001","10.9%","","35 to 44"
"53","Washington","2001","10.2%","","45 to 54"
"53","Washington","2001","14.8%","","55 to 64"
"53","Washington","2001","10.0%","","65 or older"
"53","Washington","2002","15.1%","","18 to 24"
"53","Washington","2002","16.9%","","25 to 34"
"53","Washington","2002","13.6%","","35 to 44"
"53","Washington","2002","13.0%","","45 to 54"
"53","Washington","2002","12.8%","","55 to 64"
"53","Washington","2002","14.2%","","65 or older"
"53","Washington","2003","18.0%","","18 to 24"
"53","Washington","2003","12.9%","","25 to 34"
"53","Washington","2003","12.3%","","35 to 44"
"53","Washington","2003","14.1%","","45 to 54"
"53","Washington","2003","15.6%","","55 to 64"
"53","Washington","2003","11.6%","","65 or older"
"53","Washington","2004","18.9%","","18 to 24"
"53","Washington","2004","16.1%","","25 to 34"
"53","Washington","2004","14.6%","","35 to 44"
"53","Washington","2004","15.9%","","45 to 54"
"53","Washington","2004","14.9%","","55 to 64"
"53","Washington","2004","13.1%","","65 or older"
"53","Washington","2005","20.7%","","18 to 24"
"53","Washington","2005","15.6%","","25 to 34"
"53","Washington","2005","12.8%","","35 to 44"
"53","Washington","2005","13.3%","","45 to 54"
"53","Washington","2005","13.8%","","55 to 64"
"53","Washington","2005","13.0%","","65 or older"
"53","Washington","2006","19.2%","","18 to 24"
"53","Washington","2006","13.7%","","25 to 34"
"53","Washington","2006","13.9%","","35 to 44"
"53","Washington","2006","13.8%","","45 to 54"
"53","Washington","2006","14.2%","","55 to 64"
"53","Washington","2006","12.2%","","65 or older"
"53","Washington","2007","17.7%","","18 to 24"
"53","Washington","2007","15.4%","","25 to 34"
"53","Washington","2007","15.8%","","35 to 44"
"53","Washington","2007","13.4%","","45 to 54"
